X,Y,FID,OBJECTID,RANK,NAME,ADDRESS,ADDRESS2,CITY,STATES,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,PRC,COUNTYFIPS,PROFIT
-118.39846,34.07423,262,262,330,LIVE NATION ENTERTAINMENT,9348 CIVIC CENTER DRIVE,NOT AVAILABLE,BEVERLY HILLS,CA,90210,LOS ANGELES,11500,8355,34.07423,-118.39846,ADDRESS,6037,2.9
-118.39185,33.9203,263,263,474,MATTEL,333 CONTINENTAL BOULEVARD,NOT AVAILABLE,EL SEGUNDO,CA,90245,LOS ANGELES,32000,5457,33.9203,-118.39185,ADDRESS,6037,318
-118.45255,34.01978,264,264,406,ACTIVISION BLIZZARD,3100 OCEAN PARK BOULEVARD,NOT AVAILABLE,SANTA MONICA,CA,90405,LOS ANGELES,9500,6608,34.01978,-118.45255,ADDRESS,6037,966
-118.20027,33.7666,265,265,156,MOLINA HEALTHCARE,200 OCEANGATE,NOT AVAILABLE,LONG BEACH,CA,90802,LOS ANGELES,21000,17782,33.7666,-118.20027,ADDRESS,6037,52
-96.797508,32.784595,266,266,259,JACOBS ENGINEERING GROUP,1999 BRYAN STREET,SUITE 1200,DALLAS,TX,75201,DALLAS COUNTY,49350,10964,32.784595,-96.797508,ON-ENTITY,48037,210.5
-118.25654,34.15706,267,267,430,AVERY DENNISON,207 GOODE AVENUE,NOT AVAILABLE,GLENDALE,CA,91203,LOS ANGELES,25000,6087,34.15706,-118.25654,ADDRESS,6037,320.7
-118.32503,34.15687,268,268,52,DISNEY,500 SOUTH BUENA VISTA STREET,NOT AVAILABLE,BURBANK,CA,91521,LOS ANGELES,195000,55632,34.15687,-118.32503,ADDRESS,6037,9391
-118.08024,34.05394,269,269,235,EDISON INTERNATIONAL,2244 WALNUT GROVE AVENUE,NOT AVAILABLE,ROSEMEAD,CA,91770,LOS ANGELES,12390,11869,34.05394,-118.08024,ADDRESS,6037,1311
-83.69383,41.5677,270,270,447,DANA HOLDING,3939 TECHNOLOGY DRIVE,NOT AVAILABLE,MAUMEE,OH,43537,LUCAS,24900,5826,41.5677,-83.69383,ADDRESS,39095,640
-83.53444,41.64625,271,271,458,OWENS CORNING,1 OWENS CORNING PARKWAY,NOT AVAILABLE,TOLEDO,OH,43659,LUCAS,16000,5677,41.64625,-83.53444,ADDRESS,39095,393
-88.88608,39.86725,272,272,45,ARCHER DANIELS MIDLAND,4666 FARIES PARKWAY,NOT AVAILABLE,DECATUR,IL,62526,MACON,31800,62346,39.86725,-88.88608,ADDRESS,17115,1279
-112.07317,33.45174,273,273,175,FREEPORT-MCMORAN,333 NORTH CENTRAL AVENUE,NOT AVAILABLE,PHOENIX,AZ,85004,MARICOPA,30000,15789,33.45174,-112.07317,ADDRESS,4013,-4154
-111.97988,33.42748,274,274,108,AVNET,2211 SOUTH 47TH STREET,NOT AVAILABLE,PHOENIX,AZ,85034,MARICOPA,17700,26219,33.42748,-111.97988,ADDRESS,4013,506.5
-111.93085,33.65417,275,275,299,REPUBLIC SERVICES,18500 NORTH ALLIED WAY,SUITE 100,PHOENIX,AZ,85054,MARICOPA,33000,9388,33.65417,-111.93085,ADDRESS,4013,612.6
-111.96819,33.35718,276,276,473,INSIGHT ENTERPRISES,6820 SOUTH HARL AVENUE,NOT AVAILABLE,TEMPE,AZ,85283,MARICOPA,5930,5486,33.35718,-111.96819,ADDRESS,4013,84.7
-86.1623,39.76681,277,277,477,SIMON PROPERTY GROUP,225 WEST WASHINGTON STREET,NOT AVAILABLE,INDIANAPOLIS,IN,46204,MARION,4050,5435,39.76681,-86.1623,ADDRESS,18097,1838.9
-86.15881,39.76913,278,278,29,ANTHEM,120 MONUMENT CIRCLE,NOT AVAILABLE,INDIANAPOLIS,IN,46204,MARION,53000,84863,39.76913,-86.15881,ADDRESS,18097,2469.8
-86.15487,39.75545,279,279,132,ELI LILLY,893 SOUTH DELAWARE STREET,NOT AVAILABLE,INDIANAPOLIS,IN,46285,MARION,41975,21222,39.75545,-86.15487,ADDRESS,18097,2737.6
-88.95483,40.47689,280,280,33,STATE FARM INSURANCE COS.,1 STATE FARM PLAZA,NOT AVAILABLE,BLOOMINGTON,IL,61710,MCLEAN,68234,76132,40.47689,-88.95483,ADDRESS,17113,350.3
-80.8481,35.22391,281,281,121,DUKE ENERGY,550 SOUTH TRYON STREET,NOT AVAILABLE,CHARLOTTE,NC,28202,MECKLENBURG,28798,23369,35.22391,-80.8481,ADDRESS,37119,2152
-80.83467,35.15941,282,282,169,NUCOR,1915 REXFORD ROAD,NOT AVAILABLE,CHARLOTTE,NC,28211,MECKLENBURG,23900,16208,35.15941,-80.83467,ADDRESS,37119,796.3
-80.79705,35.17689,283,283,287,SONIC AUTOMOTIVE,4401 COLWICK ROAD,NOT AVAILABLE,CHARLOTTE,NC,28211,MECKLENBURG,9800,9732,35.17689,-80.79705,ADDRESS,37119,93.2
-80.84207,35.22704,284,284,26,BANK OF AMERICA CORP.,100 NORTH TRYON STREET,NOT AVAILABLE,CHARLOTTE,NC,28255,MECKLENBURG,208024,93662,35.22704,-80.84207,ADDRESS,37119,17906
-74.655125,40.319335,285,285,229,NRG ENERGY,804 CARNEGIE CENTER,NOT AVAILABLE,PRINCETON,NJ,8540,MERCER,8763,12351,40.319335,-74.655125,ON-ENTITY,34021,-774
-80.36969,25.77582,286,286,260,LENNAR,700 NW 107TH AVENUE,NOT AVAILABLE,MIAMI,FL,33172,MIAMI-DADE,8335,10950,25.77582,-80.36969,ADDRESS,12086,911.8
-80.38533,25.86816,287,287,394,RYDER SYSTEM,11690 NW 105TH STREET,NOT AVAILABLE,MIAMI,FL,33178,MIAMI-DADE,34500,6787,25.86816,-80.38533,ADDRESS,12086,262.5
-80.35481,25.81058,288,288,103,WORLD FUEL SERVICES,9800 NW 41ST STREET,NOT AVAILABLE,MIAMI,FL,33178,MIAMI-DADE,5000,27016,25.81058,-80.35481,ADDRESS,12086,126.5
-71.38258,42.30874,289,289,87,TJX,770 COCHITUATE ROAD,NOT AVAILABLE,FRAMINGHAM,MA,1701,MIDDLESEX,235000,33184,42.30874,-71.38258,ADDRESS,25017,2298.2
-71.4901,42.29132,290,290,140,STAPLES,500 STAPLES DRIVE,NOT AVAILABLE,FRAMINGHAM,MA,1702,MIDDLESEX,61503,20217,42.29132,-71.4901,ADDRESS,25017,-1497
-71.55768,42.36118,291,291,327,BOSTON SCIENTIFIC,1 BOSTON SCIENTIFIC PLACE,NOT AVAILABLE,NATICK,MA,1760,MIDDLESEX,27000,8386,42.36118,-71.55768,ADDRESS,25017,347
-71.08516,42.36644,292,292,248,BIOGEN,225 BINNEY STREET,NOT AVAILABLE,CAMBRIDGE,MA,2142,MIDDLESEX,7400,11449,42.36644,-71.08516,ADDRESS,25017,3702.8
-71.27939,42.40632,293,293,116,RAYTHEON,870 WINTER STREET,NOT AVAILABLE,WALTHAM,MA,2451,MIDDLESEX,63000,24069,42.40632,-71.27939,ADDRESS,25017,2211
-71.25811,42.399867,294,294,154,THERMO FISHER SCIENTIFIC,168 3RD AVENUE,NOT AVAILABLE,WALTHAM,MA,2451,MIDDLESEX,54800,18274,42.399867,-71.25811,ON-ENTITY,25017,2021.8
-71.26202,42.35475,295,295,334,GLOBAL PARTNERS,800 SOUTH STREET,SUITE 500,WALTHAM,MA,2453,MIDDLESEX,1770,8240,42.35475,-71.26202,ADDRESS,25017,-199.4
-84.01462,43.43742,296,296,62,DOW CHEMICAL,2030 DOW CENTER,NOT AVAILABLE,MIDLAND,MI,48674,MIDLAND,56000,48158,43.43742,-84.01462,ADDRESS,26111,4318
-87.91382,43.03701,297,297,368,WEC ENERGY GROUP,231 WEST MICHIGAN STREET,NOT AVAILABLE,MILWAUKEE,WI,53203,MILWAUKEE,8074,7472,43.03701,-87.91382,ADDRESS,55079,939
-87.90223,43.03961,298,298,97,NORTHWESTERN MUTUAL,720 EAST WISCONSIN AVENUE,NOT AVAILABLE,MILWAUKEE,WI,53202,MILWAUKEE,5646,28799,43.03961,-87.90223,ADDRESS,55079,818
-87.91331,43.01807,299,299,442,ROCKWELL AUTOMATION,1201 SOUTH 2ND STREET,NOT AVAILABLE,MILWAUKEE,WI,53204,MILWAUKEE,22000,5880,43.01807,-87.91331,ADDRESS,55079,729.7
-87.96181,43.04561,300,300,435,HARLEY-DAVIDSON,3700 WEST JUNEAU AVENUE,NOT AVAILABLE,MILWAUKEE,WI,53208,MILWAUKEE,6000,5997,43.04561,-87.96181,ADDRESS,55079,692.2
-87.91236,43.0493,301,301,146,MANPOWERGROUP,100 MANPOWER PLACE,NOT AVAILABLE,MILWAUKEE,WI,53212,MILWAUKEE,28000,19654,43.0493,-87.91236,ADDRESS,55079,443.7
-77.45625,43.0398,302,302,408,CONSTELLATION BRANDS,370 WOODCLIFF DRIVE,SUITE 300,FAIRPORT,NY,14450,MONROE,9000,6548,43.0398,-77.45625,ADDRESS,36055,1054.9
-75.1359,40.17486,303,303,497,TOLL BROTHERS,250 GIBRALTAR ROAD,NOT AVAILABLE,HORSHAM,PA,19044,MONTGOMERY,4200,5170,40.17486,-75.1359,ADDRESS,42091,382.1
-75.40659,40.08857,304,304,457,UGI,460 NORTH GULPH ROAD,NOT AVAILABLE,KING OF PRUSSIA,PA,19406,MONTGOMERY,13105,5686,40.08857,-75.40659,ADDRESS,42091,364.7
-75.3696,40.07846,305,305,276,UNIVERSAL HEALTH SERVICES,367 SOUTH GULPH ROAD,NOT AVAILABLE,KING OF PRUSSIA,PA,19406,MONTGOMERY,70863,10508,40.07846,-75.3696,ADDRESS,42091,702.4
-77.1391,39.02808,306,306,472,HOST HOTELS & RESORTS,6903 ROCKLEDGE DRIVE,SUITE 1500,BETHESDA,MD,20817,MONTGOMERY,220000,5488,39.02808,-77.1391,ADDRESS,24031,762
-77.13895,39.031,307,307,56,LOCKHEED MARTIN,6801 ROCKLEDGE DRIVE,NOT AVAILABLE,BETHESDA,MD,20817,MONTGOMERY,97000,50658,39.031,-77.13895,ADDRESS,24031,5302
-77.13904,39.02452,308,308,163,MARRIOTT INTERNATIONAL,10400 FERNWOOD ROAD,NOT AVAILABLE,BETHESDA,MD,20817,MONTGOMERY,226500,17072,39.02452,-77.13904,ADDRESS,24031,780
-77.02808,38.99502,309,309,412,DISCOVERY COMMUNICATIONS,1 DISCOVERY PLACE,NOT AVAILABLE,SILVER SPRING,MD,20910,MONTGOMERY,7000,6497,38.99502,-77.02808,ADDRESS,24031,1194
-95.4541,30.16059,310,310,344,ANADARKO PETROLEUM,1201 LAKE ROBBINS DRIVE,NOT AVAILABLE,THE WOODLANDS,TX,77380,MONTGOMERY,4500,7869,30.16059,-95.4541,ADDRESS,48339,-3071
-74.44997,40.84933,311,311,319,AVIS BUDGET GROUP,6 SYLVAN WAY,NOT AVAILABLE,PARSIPPANY,NJ,7054,MORRIS,25600,8659,40.84933,-74.44997,ADDRESS,34027,163
-74.45694,40.84762,312,312,172,PBF ENERGY,1 SYLVAN WAY,SUITE 2,PARSIPPANY,NJ,7054,MORRIS,3165,15920,40.84762,-74.45694,ADDRESS,34027,170.8
-74.44784,40.84681,313,313,461,WYNDHAM WORLDWIDE,22 SYLVAN WAY,NOT AVAILABLE,PARSIPPANY,NJ,7054,MORRIS,37800,5599,40.84681,-74.44784,ADDRESS,34027,611
-74.04493,40.787834,314,314,366,QUEST DIAGNOSTICS,500 PLAZA DRIVE,NOT AVAILABLE,SECAUCUS,NJ,7094,HUDSON,43000,7515,40.787834,-74.04493,ON-ENTITY,34027,645
-74.42197,40.77162,315,315,448,REALOGY HOLDINGS,175 PARK AVENUE,NOT AVAILABLE,MADISON,NJ,7940,MORRIS,11800,5810,40.77162,-74.42197,ADDRESS,34027,213
-74.44436,40.79199,316,316,73,HONEYWELL INTERNATIONAL,101 COLUMBIA ROAD,NOT AVAILABLE,MORRIS TOWNSHIP,NJ,7962,MORRIS,131000,39302,40.79199,-74.44436,ADDRESS,34027,4809
-84.96455,32.46836,317,317,126,AFLAC,1932 WYNNTON ROAD,NOT AVAILABLE,COLUMBUS,GA,31999,MUSCOGEE,10212,22559,32.46836,-84.96455,ADDRESS,13215,2659
-73.4179,40.76804,318,318,243,HENRY SCHEIN,135 DURYEA ROAD,NOT AVAILABLE,MELVILLE,NY,11747,NASSAU,21000,11572,40.76804,-73.4179,ADDRESS,36059,506.8
-75.54817,39.74627,319,319,113,DUPONT,1007 MARKET STREET,NOT AVAILABLE,WILMINGTON,DE,19898,NEW CASTLE,46000,24594,39.74627,-75.54817,ADDRESS,10003,2513
-75.54817,39.74627,320,320,482,CHEMOURS,1007 MARKET STREET,NOT AVAILABLE,WILMINGTON,DE,19899,NEW CASTLE,7000,5400,39.74627,-75.54817,ADDRESS,10003,7
-72.83263,41.45986,321,321,424,AMPHENOL,358 HALL AVENUE,NOT AVAILABLE,WALLINGFORD,CT,6492,NEW HAVEN,62000,6286,41.45986,-72.83263,ADDRESS,9009,822.9
-73.97416,40.7601,322,322,262,LEUCADIA NATIONAL,520 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,13000,10875,40.7601,-73.97416,ADDRESS,36061,130
-74.00914,40.7032,323,323,459,S&P GLOBAL,55 WATER STREET,NOT AVAILABLE,NEW YORK,NY,10041,NEW YORK,20000,5661,40.7032,-74.00914,ADDRESS,36061,2106
-73.98852,40.73403,324,324,234,CONSOLIDATED EDISON,4 IRVING PLACE,NOT AVAILABLE,NEW YORK,NY,10003,NEW YORK,14960,12075,40.73403,-73.98852,ADDRESS,36061,1245
-74.00964,40.70403,325,325,218,GUARDIAN LIFE INS. CO. OF AMERICA,7 HANOVER SQUARE,NOT AVAILABLE,NEW YORK,NY,10004,NEW YORK,8876,12919,40.70403,-74.00964,ADDRESS,36061,263.9
-74.00935,40.70809,326,326,361,ASSURANT,1 CHASE MANHATTAN PLAZA,NOT AVAILABLE,NEW YORK,NY,10005,NEW YORK,14700,7532,40.70809,-74.00935,ADDRESS,36061,565.4
-73.984931,40.754677,327,327,14,VERIZON COMMUNICATIONS,1095 AVENUE OF THE AMERICAS,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,160900,125980,40.754677,-73.984931,ON-ENTITY,36061,13127
-73.98606,40.74324,328,328,65,NEW YORK LIFE INSURANCE,51 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10010,NEW YORK,11320,40787,40.74324,-73.98606,ADDRESS,36061,1088.1
-73.97595,40.74935,329,329,273,L-3 COMMUNICATIONS,600 3RD AVENUE,NOT AVAILABLE,NEW YORK,NY,10016,NEW YORK,38000,10597,40.74935,-73.97595,ADDRESS,36061,710
-73.98239,40.7488,330,330,335,PVH,200 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10016,NEW YORK,26650,8203,40.7488,-73.98239,ADDRESS,36061,549
-74.010868,40.710025,331,331,444,AVON PRODUCTS,165 BROADWAY,ONE LIBERTY PLAZA,NEW YORK,NY,10006,NEW YORK,26400,5853,40.710025,-74.010868,ON-ENTITY,36061,-107.6
-73.973738,40.752557,332,332,189,INTL FCSTONE,708 3RD AVENUE,15TH FLOOR,NEW YORK,NY,10017,NEW YORK,1464,14755,40.752557,-73.973738,ON-ENTITY,36061,54.7
-73.97599,40.75598,333,333,21,J.P. MORGAN CHASE,270 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10017,NEW YORK,243355,105486,40.75598,-73.97599,ADDRESS,36061,24733
-73.97252,40.75039,334,334,54,PFIZER,235 EAST 42ND STREET,NOT AVAILABLE,NEW YORK,NY,10017,NEW YORK,96500,52824,40.75039,-73.97252,ADDRESS,36061,7215
-73.97843,40.75168,335,335,104,PHILIP MORRIS INTERNATIONAL,120 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10017,NEW YORK,79500,26685,40.75168,-73.97843,ADDRESS,36061,6967
-73.97332,40.75318,336,336,80,TIAA,730 3RD AVENUE,SUITE 2A,NEW YORK,NY,10017,NEW YORK,12997,37105,40.75318,-73.97332,ADDRESS,36061,1492.3
-73.97349,40.75408,337,337,99,TRAVELERS COS.,485 LEXINGTON AVENUE,NOT AVAILABLE,NEW YORK,NY,10017,NEW YORK,30900,27625,40.75408,-73.97349,ADDRESS,36061,3014
-73.97819,40.76064,338,338,193,CBS,51 WEST 52ND STREET,NOT AVAILABLE,NEW YORK,NY,10019,NEW YORK,18410,14386,40.76064,-73.97819,ADDRESS,36061,1261
-73.98228,40.76769,339,339,95,TIME WARNER,1 TIME WARNER CENTER,NOT AVAILABLE,NEW YORK,NY,10019,NEW YORK,25000,29318,40.76769,-73.98228,ADDRESS,36061,3926
-73.9727,40.75936,340,340,300,ALCOA,390 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,14000,9318,40.75936,-73.9727,ADDRESS,36061,-400
-73.97153,40.75901,341,341,30,CITIGROUP,399 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,219000,82386,40.75901,-73.97153,ADDRESS,36061,14912
-73.97471,40.75705,342,342,182,COLGATE-PALMOLIVE,300 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,36700,15195,40.75705,-73.97471,ADDRESS,36061,2441
-73.97128,40.76131,343,343,418,HRG GROUP,450 PARK AVENUE,29TH FLOOR,NEW YORK,NY,10022,NEW YORK,16021,6403,40.76131,-73.97128,ADDRESS,36061,-198.8
-73.975244,40.757353,344,344,179,OMNICOM GROUP,437 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,78500,15417,40.757353,-73.975244,ON-ENTITY,36061,1148.6
-73.97166,40.76404,345,345,371,RALPH LAUREN,650 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,20500,7405,40.76404,-73.97166,ADDRESS,36061,396
-73.98649,40.75569,346,346,428,ALLEGHANY,7 TIMES SQUARE,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,3420,6131,40.75569,-73.98649,ADDRESS,36061,456.9
-73.98285,40.75482,347,347,345,INTERPUBLIC GROUP,1114 AVENUE OF THE AMERICAS,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,49800,7847,40.75482,-73.98285,ADDRESS,36061,608.5
-73.98177,40.75676,348,348,210,MARSH & MCLENNAN,1166 AVENUE OF THE AMERICAS,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,60000,13211,40.75676,-73.98177,ADDRESS,36061,1768
-73.98551,40.75998,349,349,76,MORGAN STANLEY,1585 BROADWAY,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,55311,37949,40.75998,-73.98551,ADDRESS,36061,5979
-73.9824,40.75867,350,350,332,NEWS CORP.,1211 AVENUE OF THE AMERICAS,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,24000,8319,40.75867,-73.9824,ADDRESS,36061,179
-73.9824,40.75867,351,351,101,TWENTY-FIRST CENTURY FOX,1211 AVENUE OF THE AMERICAS,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,21500,27326,40.75867,-73.9824,ADDRESS,36061,2755
-73.98644,40.75793,352,352,224,VIACOM,1515 BROADWAY,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,9650,12488,40.75793,-73.98644,ADDRESS,36061,1438
-74.00513,40.70636,353,353,55,AIG,175 WATER STREET,NOT AVAILABLE,NEW YORK,NY,10038,NEW YORK,56400,52367,40.70636,-74.00513,ADDRESS,36061,-849
-74.00797,40.70862,354,354,475,AMTRUST FINANCIAL SERVICES,59 MAIDEN LANE,NOT AVAILABLE,NEW YORK,NY,10038,NEW YORK,8000,5451,40.70862,-74.00797,ADDRESS,36061,411
-73.97356,40.75875,355,355,255,BLACKROCK,55 EAST 52ND STREET,NOT AVAILABLE,NEW YORK,NY,10055,NEW YORK,13000,11155,40.75875,-73.97356,ADDRESS,36061,3172
-73.97049,40.76459,356,356,213,LOEWS,667 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10065,NEW YORK,15800,13105,40.76459,-73.97049,ADDRESS,36061,654
-73.98866,40.75,357,357,348,FOOT LOCKER,112 WEST 34TH STREET,NOT AVAILABLE,NEW YORK,NY,10120,NEW YORK,32965,7766,40.75,-73.98866,ADDRESS,36061,664
-73.972322,40.76391,358,358,253,ESTEE LAUDER,767 5TH AVENUE,NOT AVAILABLE,NEW YORK,NY,10153,NEW YORK,46000,11262,40.76391,-73.972322,ON-ENTITY,36061,1114.6
-73.97311,40.76405,359,359,168,ICAHN ENTERPRISES,767 5TH AVENUE,SUITE 4700,NEW YORK,NY,10153,NEW YORK,90980,16348,40.76405,-73.97311,ADDRESS,36061,-1128
-73.97242,40.75775,360,360,147,BRISTOL-MYERS SQUIBB,345 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10154,NEW YORK,25000,19427,40.75775,-73.97242,ADDRESS,36061,4457
-74.01444,40.71473,361,361,78,GOLDMAN SACHS GROUP,200 WEST STREET,NOT AVAILABLE,NEW YORK,NY,10282,NEW YORK,34400,37712,40.71473,-74.01444,ADDRESS,36061,7398
-74.01469,40.71392,362,362,86,AMERICAN EXPRESS,200 VESEY STREET,NOT AVAILABLE,NEW YORK,NY,10285,NEW YORK,56400,33823,40.71392,-74.01469,ADDRESS,36061,5408
-74.015409,40.71281,363,363,177,BANK OF NEW YORK MELLON CORP.,225 LIBERTY STREET,NOT AVAILABLE,NEW YORK,NY,10286,NEW YORK,52000,15683,40.71281,-74.015409,ON-ENTITY,36061,3547
-76.43717,36.98823,364,364,380,HUNTINGTON INGALLS INDUSTRIES,4101 WASHINGTON AVENUE,NOT AVAILABLE,NEWPORT NEWS,VA,23607,NEWPORT NEWS (CITY),37000,7068,36.98823,-76.43717,ADDRESS,51700,573
-76.28802,36.84548,365,365,284,NORFOLK SOUTHERN,3 COMMERCIAL PLACE,NOT AVAILABLE,NORFOLK,VA,23510,NORFOLK (CITY),27856,9888,36.84548,-76.28802,ADDRESS,51710,1668
-83.28132,42.45125,366,366,151,LEAR,21557 TELEGRAPH ROAD,NOT AVAILABLE,SOUTHFIELD,MI,48033,OAKLAND,148400,18558,42.45125,-83.28132,ADDRESS,26125,975.1
-83.16604,42.56084,367,367,490,KELLY SERVICES,999 WEST BIG BEAVER ROAD,NOT AVAILABLE,TROY,MI,48084,OAKLAND,7500,5277,42.56084,-83.16604,ADDRESS,26125,120.8
-83.28796,42.60254,368,368,142,PENSKE AUTOMOTIVE GROUP,2555 TELEGRAPH ROAD,NOT AVAILABLE,BLOOMFIELD HILLS,MI,48302,OAKLAND,24000,20143,42.60254,-83.28796,ADDRESS,26125,342.9
-84.368186,33.847682,369,369,353,PULTEGROUP,3350 PEACHTREE ROAD NORTHEAST,NOT AVAILABLE,ATLANTA,GA,30326,FULTON,4623,7669,33.847682,-84.368186,ON-ENTITY,13125,602.7
-83.27407,42.6942,370,370,283,AUTOLIV,1320 PACIFIC DRIVE,NOT AVAILABLE,AUBURN HILLS,MI,48326,OAKLAND,65900,10074,42.6942,-83.27407,ADDRESS,26125,567.1
-83.21182,42.64544,371,371,305,BORGWARNER,3850 HAMLIN ROAD,NOT AVAILABLE,AUBURN HILLS,MI,48326,OAKLAND,27000,9071,42.64544,-83.21182,ADDRESS,26125,118.5
-97.51843,35.46728,372,372,231,DEVON ENERGY,333 WEST SHERIDAN AVENUE,NOT AVAILABLE,OKLAHOMA CITY,OK,73102,OKLAHOMA,3545,12197,35.46728,-97.51843,ADDRESS,40109,-3302
-97.52924,35.53367,373,373,343,CHESAPEAKE ENERGY,6100 NORTH WESTERN AVENUE,NOT AVAILABLE,OKLAHOMA CITY,OK,73118,OKLAHOMA,3300,7872,35.53367,-97.52924,ADDRESS,40109,-4401
